mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax,postal_code,lat,long
W5781750,"$1,800,000","22 ABBS ST
Toronto, Ontario M6K1M6","Above Grade
3",,"Total
3","Community Name
Roncesvalles","Land Size
25 x 93.37 FT","Annual Property Taxes
$4,700",M6K 1M6,43.7113,-79.4195
C5782942,"$4,100,000","321 MAPLEHURST AVE
Toronto, Ontario M2N3C7","Above Grade
4","Below Grade
1","Total
6","Community Name
Willowdale East","Land Size
50 x 120 FT ; Fantastic South Facing Regular Lot","Annual Property Taxes
$17,182.25",M2N 3C7,43.7797,-79.3813
W5783148,"$1,489,000","7 UPMINSTER CRES
Toronto, Ontario M9B5W1","Above Grade
3",,"Total
1","Community Name
Eringate-Centennial-West Deane","Land Size
46.37 x 120 FT ; Widens At Rear","Annual Property Taxes
$4,910.12",M9B 5W1,43.6915,-79.4307
C5784239,"$9,650,000","82 LOWTHER AVE
Toronto, Ontario M5R1E1","Above Grade
5","Below Grade
2","Total
4","Community Name
Annex","Land Size
50 x 150 FT","Annual Property Taxes
$20,683.17",M5R 1E1,43.7113,-79.4195
W5784571,"$980,000","54 FIFTEENTH ST
Toronto, Ontario M8V3J4","Above Grade
2","Below Grade
1","Total
2","Community Name
New Toronto","Land Size
25 x 120.53 FT","Annual Property Taxes
$3,481.95",M8V 3J4,43.702,-79.3853
C5784796,"$4,249,000","37 NANTON AVE
Toronto, Ontario M4W2Y8","Above Grade
4",,"Total
4","Community Name
Rosedale-Moore Park","Land Size
35 x 150 FT","Annual Property Taxes
$17,169.62",M4W 2Y8,43.7335,-79.4177
C5785758,"$6,799,000","37 MADISON AVE
Toronto, Ontario M5R2S2",,,"Total
4","Community Name
Annex","Land Size
44.16 x 126 FT","Annual Property Taxes
$60,911.22",M5R 2S2,43.7319,-79.4928
C5789337,"$3,590,000","366B GREENFIELD AVE
Toronto, Ontario M2N3E8","Above Grade
3","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
50.49 x 80.08 FT","Annual Property Taxes
$0",M2N 3E8,43.7432,-79.5876
C5789735,"$6,580,000","8 SHADY OAKS CRES
Toronto, Ontario M3C2L5","Above Grade
5","Below Grade
2","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
105 x 150.71 FT","Annual Property Taxes
$28,967.81",M3C 2L5,43.6655,-79.4378
C5789878,"$2,180,000","124 BARSE ST
Toronto, Ontario M5M4L4","Above Grade
4","Below Grade
1","Total
3","Community Name
Bedford Park-Nortown","Land Size
43 x 152 FT","Annual Property Taxes
$6,500",M5M 4L4,43.6325,-79.4939
C5790164,"$12,800,000","38 SALONICA RD
Toronto, Ontario M3C2L9","Above Grade
5","Below Grade
3","Total
11","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
135.43 x 145.32 FT","Annual Property Taxes
$16,928.20",M3C 2L9,43.6748,-79.4839
C5790168,"$5,580,000","54 FAIRMEADOW AVE
Toronto, Ontario M2P1W7","Above Grade
5","Below Grade
2","Total
8","Community Name
St. Andrew-Windfields","Land Size
60 x 125 FT","Annual Property Taxes
$14,493.23",M2P 1W7,43.6505,-79.5517
C5792532,"$3,885,000","33 BEACONSFIELD AVE
Toronto, Ontario M6J3J1","Above Grade
4","Below Grade
2","Total
5","Community Name
Little Portugal","Land Size
27.83 x 125.08 FT","Annual Property Taxes
$9,832.88",M6J 3J1,43.6889,-79.4507
W5793177,"$1,459,999","77 SALEM AVE
Toronto, Ontario M6H3C2","Above Grade
5","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
22.5 x 131 FT","Annual Property Taxes
$6,072.88",M6H 3C2,43.6872,-79.3368
C5793777,"$5,500,000","2 VALLEYANNA DR
Toronto, Ontario M4N1J8","Above Grade
5",,"Total
3","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
126.79 x 255 FT ; As Per Survey","Annual Property Taxes
$12,632.34",M4N 1J8,43.6872,-79.3368
E5798819,"$1,249,000","298 AYLESWORTH AVE
Toronto, Ontario M1N2K2","Above Grade
3",,"Total
4","Community Name
Birchcliffe-Cliffside","Land Size
25 x 139.63 FT ; Regular","Annual Property Taxes
$3,939.14",M1N 2K2,43.7712,-79.2144
E5799037,"$2,000,000","717 COXWELL AVE
Toronto, Ontario M4C3C1","Above Grade
2","Below Grade
2","Total
3","Community Name
Danforth","Land Size
30 x 108 FT","Annual Property Taxes
$9,624.17",M4C 3C1,43.6872,-79.3368
C5799534,"$2,695,000","657 BLOOR ST W
Toronto, Ontario M6G1L1","Above Grade
5",,"Total
1","Community Name
Palmerston-Little Italy","Land Size
19.46 x 119 FT","Annual Property Taxes
$6,104.47",M6G 1L1,43.7801,-79.3479
40338739,"$1,388,000","31 ISLAY Court
Toronto, Ontario M9M1V4","Above Grade
3","Below Grade
1","Total
2",,"Land Size
0.367 ac|under 1/2 acre",,M9M 1V4,43.7135,-79.3887
W5800026,"$1,388,000","31 ISLAY CRT
Toronto, Ontario M9M1V4","Above Grade
3","Below Grade
1","Total
2","Community Name
Humbermede","Land Size
34.99 x 225.77 FT ; (Irregular - Approximately 0.367 Acres)","Annual Property Taxes
$4,246.54",M9M 1V4,43.7135,-79.3887
W5800786,"$1,705,000","259 BERRY RD
Toronto, Ontario M8Y1X8","Above Grade
3",,"Total
2","Community Name
Stonegate-Queensway","Land Size
35 x 100 FT","Annual Property Taxes
$4,682.63",M8Y 1X8,43.702,-79.3853
W5802289,"$3,188,800","117 PERRY CRES
Toronto, Ontario M9A1K5","Above Grade
5","Below Grade
2","Total
4","Community Name
Princess-Rosethorn","Land Size
64 x 116.2 FT","Annual Property Taxes
$11,091",M9A 1K5,43.7124,-79.3644
E5802813,"$1,195,000","1273 GERRARD ST E
Toronto, Ontario M4L1Y5","Above Grade
5","Below Grade
1","Total
3","Community Name
South Riverdale","Land Size
16.08 x 110 FT","Annual Property Taxes
$4,606.79",M4L 1Y5,43.6966,-79.412
C5803730,"$3,880,000","97 PARKVIEW AVE
Toronto, Ontario M2N3Y4","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
35 x 122 FT","Annual Property Taxes
$12,200",M2N 3Y4,43.6748,-79.4839
E5805765,"$2,999,900","270-272 FLOYD AVE
Toronto, Ontario M4J2J3","Above Grade
4","Below Grade
2","Total
3","Community Name
East York","Land Size
60 x 107.85 FT","Annual Property Taxes
$8,688.61",M4J 2J3,43.6898,-79.5582
C5806534,"$4,190,000","255 SPRING GARDEN AVE
Toronto, Ontario M2N3H1","Above Grade
4","Below Grade
1","Total
6","Community Name
Willowdale East","Land Size
50 x 120 FT","Annual Property Taxes
$14,458",M2N 3H1,43.6872,-79.3368
W5814289,"$1,249,000","49 WILLIAM CRAGG DR
Toronto, Ontario M3M1T8","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT","Annual Property Taxes
$3,734.73",M3M 1T8,43.7801,-79.3479
C5815622,"$1,895,000","755 MANNING AVE
Toronto, Ontario M6G2W5","Above Grade
4",,"Total
3","Community Name
Annex","Land Size
17.33 x 100 FT","Annual Property Taxes
$4,647.70",M6G 2W5,43.7135,-79.3887
C5815610,"$4,998,000","905 QUEEN ST W
Toronto, Ontario M6J1G5","Above Grade
2",,"Total
4","Community Name
Niagara","Land Size
0.07 Acre ; Irregular","Annual Property Taxes
$8,878.66",M6J 1G5,43.7335,-79.4177
C5816902,"$7,360,000","11 DEWBOURNE AVE
Toronto, Ontario M5P1Z3","Above Grade
5",,"Total
8","Community Name
Forest Hill South","Land Size
60 x 120 FT","Annual Property Taxes
$25,365.79",M5P 1Z3,43.6784,-79.2941
C5816901,"$3,650,000","26 HARRISON RD
Toronto, Ontario M2L1V4","Above Grade
4",,"Total
3","Community Name
St. Andrew-Windfields","Land Size
90 x 125 FT","Annual Property Taxes
$12,847.20",M2L 1V4,43.6021,-79.5402
C5817514,"$2,480,000","33 URBANDALE AVE
Toronto, Ontario M2M2G9","Above Grade
3","Below Grade
3","Total
2","Community Name
Newtonbrook East","Land Size
77 x 136.37 FT","Annual Property Taxes
$6,386.83",M2M 2G9,43.7673,-79.4111
E5817508,"$2,100,000","56 CEDAR BRAE BLVD
Toronto, Ontario M1J2K5","Above Grade
4","Below Grade
2","Total
5","Community Name
Eglinton East","Land Size
50.22 x 250.2 FT","Annual Property Taxes
$6,104.99",M1J 2K5,43.6966,-79.412
C5817685,"$2,250,000","134 UPPER CANADA DR
Toronto, Ontario M2P1S4","Above Grade
2","Below Grade
1","Total
2","Community Name
St. Andrew-Windfields","Land Size
64.43 x 162.71 FT ; Irregular","Annual Property Taxes
$4,033.71",M2P 1S4,43.6662,-79.5282
W5817722,"$1,299,000","11 WESTBANK CRES
Toronto, Ontario M9P1S4","Above Grade
3","Below Grade
1","Total
2","Community Name
Humber Heights","Land Size
50 x 152 FT","Annual Property Taxes
$4,669.98",M9P 1S4,43.7068,-79.517
W5818206,"$889,000","14 BRIGHAM CRT
Toronto, Ontario M9W1T8","Above Grade
3","Below Grade
1","Total
2","Community Name
Elms-Old Rexdale","Land Size
30 x 120 FT","Annual Property Taxes
$2,786.63",M9W 1T8,43.7507,-79.3003
W5820197,"$1,889,900","#40 B -23 INNES AVE
Toronto, Ontario M6E4P3","Above Grade
3",,"Total
5","Community Name
Corso Italia-Davenport","Land Size
15.91 x 61.94 FT","Annual Property Taxes
$0",M6E 4P3,43.7319,-79.4928
W5820209,"$1,889,900","#39 A -21 INNES AVE
Toronto, Ontario M6E4P3","Above Grade
3",,"Total
5","Community Name
Corso Italia-Davenport","Land Size
15.91 x 61.94 FT","Annual Property Taxes
$0",M6E 4P3,43.8113,-79.193
W5814289,"$1,249,000","49 WILLIAM CRAGG DR
Toronto, Ontario M3M1T8","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT","Annual Property Taxes
$3,734.73",M3M 1T8,43.7144,-79.5909
C5815622,"$1,895,000","755 MANNING AVE
Toronto, Ontario M6G2W5","Above Grade
4",,"Total
3","Community Name
Annex","Land Size
17.33 x 100 FT","Annual Property Taxes
$4,647.70",M6G 2W5,43.7812,-79.3036
C5815610,"$4,998,000","905 QUEEN ST W
Toronto, Ontario M6J1G5","Above Grade
2",,"Total
4","Community Name
Niagara","Land Size
0.07 Acre ; Irregular","Annual Property Taxes
$8,878.66",M6J 1G5,43.7686,-79.2389
C5816902,"$7,360,000","11 DEWBOURNE AVE
Toronto, Ontario M5P1Z3","Above Grade
5",,"Total
8","Community Name
Forest Hill South","Land Size
60 x 120 FT","Annual Property Taxes
$25,365.79",M5P 1Z3,43.7432,-79.5876
C5816901,"$3,650,000","26 HARRISON RD
Toronto, Ontario M2L1V4","Above Grade
4",,"Total
3","Community Name
St. Andrew-Windfields","Land Size
90 x 125 FT","Annual Property Taxes
$12,847.20",M2L 1V4,43.6075,-79.5013
C5817514,"$2,480,000","33 URBANDALE AVE
Toronto, Ontario M2M2G9","Above Grade
3","Below Grade
3","Total
2","Community Name
Newtonbrook East","Land Size
77 x 136.37 FT","Annual Property Taxes
$6,386.83",M2M 2G9,43.6075,-79.5013
E5817508,"$2,100,000","56 CEDAR BRAE BLVD
Toronto, Ontario M1J2K5","Above Grade
4","Below Grade
2","Total
5","Community Name
Eglinton East","Land Size
50.22 x 250.2 FT","Annual Property Taxes
$6,104.99",M1J 2K5,43.7464,-79.2323
C5817685,"$2,250,000","134 UPPER CANADA DR
Toronto, Ontario M2P1S4","Above Grade
2","Below Grade
1","Total
2","Community Name
St. Andrew-Windfields","Land Size
64.43 x 162.71 FT ; Irregular","Annual Property Taxes
$4,033.71",M2P 1S4,43.8113,-79.193
W5817722,"$1,299,000","11 WESTBANK CRES
Toronto, Ontario M9P1S4","Above Grade
3","Below Grade
1","Total
2","Community Name
Humber Heights","Land Size
50 x 152 FT","Annual Property Taxes
$4,669.98",M9P 1S4,43.6949,-79.5323
W5818206,"$889,000","14 BRIGHAM CRT
Toronto, Ontario M9W1T8","Above Grade
3","Below Grade
1","Total
2","Community Name
Elms-Old Rexdale","Land Size
30 x 120 FT","Annual Property Taxes
$2,786.63",M9W 1T8,43.7137,-79.4869
W5820197,"$1,889,900","#40 B -23 INNES AVE
Toronto, Ontario M6E4P3","Above Grade
3",,"Total
5","Community Name
Corso Italia-Davenport","Land Size
15.91 x 61.94 FT","Annual Property Taxes
$0",M6E 4P3,43.6075,-79.5013
W5820209,"$1,889,900","#39 A -21 INNES AVE
Toronto, Ontario M6E4P3","Above Grade
3",,"Total
5","Community Name
Corso Italia-Davenport","Land Size
15.91 x 61.94 FT","Annual Property Taxes
$0",M6E 4P3,43.6889,-79.4507
E5821563,"$899,900","93 SUDBURY HALL DR
Toronto, Ontario M1B3H5","Above Grade
3","Below Grade
1","Total
3","Community Name
Rouge E11","Land Size
30.2 x 105.19 FT","Annual Property Taxes
$3,077",M1B 3H5,43.8015,-79.3577
E5821955,"$4,950,000","29 FALLINGBROOK DR
Toronto, Ontario M1N1B3","Above Grade
4",,"Total
4","Community Name
Birchcliffe-Cliffside","Land Size
60 x 229.37 FT ; Irregular As Per Survey","Annual Property Taxes
$10,000",M1N 1B3,43.7598,-79.5565
C5822606,"$3,980,000","283 DUNFOREST AVE
Toronto, Ontario M2N4K1","Above Grade
5","Below Grade
2","Total
8","Community Name
Willowdale East","Land Size
62.5 x 135.66 FT ; Extra Wide Lot","Annual Property Taxes
$18,540.90",M2N 4K1,43.7298,-79.2639
C5823239,"$1,949,000","216 BROOKE AVE
Toronto, Ontario M5M2K6","Above Grade
3",,"Total
2","Community Name
Bedford Park-Nortown","Land Size
35.84 x 130.13 FT ; 17.45Ft. Rear X 131.68Ft. West","Annual Property Taxes
$6,565.78",M5M 2K6,43.6915,-79.4307
E5823595,"$1,188,000","135 ROEBUCK DR
Toronto, Ontario M1K2H9","Above Grade
3",,"Total
2","Community Name
Kennedy Park","Land Size
40 x 144 FT ; Pie Shape-Irregular","Annual Property Taxes
$3,354",M1K 2H9,43.7535,-79.4472
C5823898,"$1,338,000","187 ROBERT HICKS DR
Toronto, Ontario M2R3R3","Above Grade
3","Below Grade
1","Total
4","Community Name
Westminster-Branson","Land Size
25.88 x 100.25 FT","Annual Property Taxes
$4,252.91",M2R 3R3,43.7686,-79.2389
40348362,"$1,289,000","15 HILLBECK Crescent
Toronto, Ontario M1B2M8","Above Grade
3",,"Total
2",,"Land Size
under 1/2 acre",,M1B 2M8,43.7432,-79.5876
C5824087,"$2,598,000","261 PARK HOME AVE
Toronto, Ontario M2R1A1","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
50 x 131.72 FT","Annual Property Taxes
$12,423",M2R 1A1,43.6949,-79.5323
E5823961,"$1,289,000","15 HILLBECK CRES
Toronto, Ontario M1B2M8","Above Grade
3",,"Total
3","Community Name
Rouge E11","Land Size
40.04 x 100.11 FT","Annual Property Taxes
$3,658.89",M1B 2M8,43.7915,-79.4103
W5824429,"$2,199,888","6 BRAYWIN DR
Toronto, Ontario M9P2P1","Above Grade
6",,"Total
6","Community Name
Kingsview Village-The Westway","Land Size
56.14 x 128 FT","Annual Property Taxes
$5,662.12",M9P 2P1,43.7301,-79.3935
40348746,"$1,280,000","216 JEFFCOAT Drive
Etobicoke, Ontario M9W3C9","Above Grade
3","Below Grade
1","Total
2",,"Land Size
under 1/2 acre",,M9W 3C9,43.6952,-79.2646
W5824726,"$1,280,000","216 JEFFCOAT DR
Toronto, Ontario M9W3C9","Above Grade
3","Below Grade
1","Total
2","Community Name
Rexdale-Kipling","Land Size
55 x 100 FT","Annual Property Taxes
$3,399.80",M9W 3C9,43.8016,-79.3216
C5826938,"$1,188,000","473 VAUGHAN RD
Toronto, Ontario M6C2P5","Above Grade
2","Below Grade
4","Total
2","Community Name
Oakwood Village","Land Size
35.69 x 85 FT ; Rear 27.24 Ft, East 105.67 Ft","Annual Property Taxes
$3,425",M6C 2P5,43.7678,-79.1866
C5826962,"$1,188,000","471 VAUGHAN RD
Toronto, Ontario M6C2P5","Above Grade
2","Below Grade
3","Total
3","Community Name
Oakwood Village","Land Size
40 x 89.5 FT","Annual Property Taxes
$3,171",M6C 2P5,43.7878,-79.1564
W5826874,"$1,428,800","52A TREEVIEW DR
Toronto, Ontario M8W4C2","Above Grade
4",,"Total
4","Community Name
Alderwood","Land Size
26.74 x 140.29 FT","Annual Property Taxes
$4,669.98",M8W 4C2,43.8016,-79.3216
W5827885,"$1,099,000","11 SUNNYBRAE CRES
Toronto, Ontario M6M4W6","Above Grade
3",,"Total
2","Community Name
Mount Dennis","Land Size
30 x 146.86 FT ; Irregular Per 1990 Survey Sketch","Annual Property Taxes
$2,982.73",M6M 4W6,43.7673,-79.4111
W5827990,"$890,000","2142 SHEPPARD AVE W
Toronto, Ontario M3N1A5","Above Grade
3","Below Grade
1","Total
2","Community Name
Glenfield-Jane Heights","Land Size
30.47 x 108 FT","Annual Property Taxes
$2,896.20",M3N 1A5,43.7113,-79.4195
C5828659,"$2,465,000","76 PRINCESS AVE
Toronto, Ontario M2N3R6","Above Grade
2","Below Grade
2","Total
2","Community Name
Willowdale East","Land Size
50 x 130.25 FT ; *6512.5 Sqft. Site Area*South Facing*","Annual Property Taxes
$9,643.29",M2N 3R6,43.6693,-79.3155
C5830002,"$3,898,900","388 ELM RD
Toronto, Ontario M5M3W1","Above Grade
4","Below Grade
1","Total
5","Community Name
Lawrence Park North","Land Size
30 x 105 FT","Annual Property Taxes
$7,292.51",M5M 3W1,43.7144,-79.5909
W5830332,"$1,788,000","74 THIRTEENTH ST
Toronto, Ontario M8V3H6","Above Grade
3","Below Grade
2","Total
3","Community Name
New Toronto","Land Size
25 x 112 FT ; Backing Onto A Park!","Annual Property Taxes
$4,032.69",M8V 3H6,43.7068,-79.517
C5831018,"$11,995,000","33 GREEN VALLEY RD
Toronto, Ontario M2P1A4","Above Grade
5","Below Grade
1","Total
9","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
75 x 287.15 FT ; E Depth 234' Lt Depth Ends Within River","Annual Property Taxes
$42,421.66",M2P 1A4,43.8016,-79.3216
C5831022,"$5,799,888","61 HIGHLAND CRES
Toronto, Ontario M2L1G7","Above Grade
2","Below Grade
1","Total
2","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
64.53 x 501.53 FT ; 61.78X501.53X54.17X545.18","Annual Property Taxes
$11,437.98",M2L 1G7,43.7122,-79.2843
E5831157,"$1,000,000","470 DONLANDS AVE
Toronto, Ontario M4J3S5","Above Grade
3","Below Grade
1","Total
2","Community Name
East York","Land Size
25.65 x 110.91 FT","Annual Property Taxes
$2,025.51",M4J 3S5,,
E5831323,"$2,050,000","18 ROSEMOUNT DR
Toronto, Ontario M1K2W8","Above Grade
4","Below Grade
2","Total
3","Community Name
Ionview","Land Size
50 x 427.75 FT ; *Sc406241,Sc160072 Scarborough-Toronto","Annual Property Taxes
$4,239.95",M1K 2W8,43.7673,-79.4111
W5831546,"$1,699,000","1 ALLANHURST DR
Toronto, Ontario M9A4J4","Above Grade
3","Below Grade
1","Total
3","Community Name
Edenbridge-Humber Valley","Land Size
50 FT ; 24.63X24.63X18.59X97.23X60.15","Annual Property Taxes
$5,181.39",M9A 4J4,43.648,-79.4177
C5832244,"$9,995,000","60 DUNVEGAN RD
Toronto, Ontario M4V2P7","Above Grade
8",,"Total
8","Community Name
Casa Loma","Land Size
60 x 173.91 FT","Annual Property Taxes
$33,922.16",M4V 2P7,43.7915,-79.4103
E5832500,"$1,229,900","7 MISTHOLLOW SQ
Toronto, Ontario M1E4P3","Above Grade
4",,"Total
2","Community Name
Morningside","Land Size
55 x 110 FT","Annual Property Taxes
$3,275.03",M1E 4P3,43.7144,-79.5909
C5833319,"$1,549,000","57 WINNETT AVE
Toronto, Ontario M6C3L2","Above Grade
4","Below Grade
2","Total
4","Community Name
Humewood-Cedarvale","Land Size
25 x 103 FT ; Right Of Way Off Of Hursting Ave.","Annual Property Taxes
$7,001.82",M6C 3L2,43.6952,-79.2646
C5833422,"$3,495,000","219 LONSDALE RD
Toronto, Ontario M4W1W7","Above Grade
6",,"Total
5","Community Name
Forest Hill South","Land Size
40 x 110 FT ; **City Of Toronto","Annual Property Taxes
$14,212.17",M4W 1W7,43.7673,-79.4111
C5834429,"$6,180,000","16 BEAVERHALL DR
Toronto, Ontario M2L2C7","Above Grade
5","Below Grade
1","Total
7","Community Name
St. Andrew-Windfields","Land Size
65 x 120 FT","Annual Property Taxes
$21,517.32",M2L 2C7,43.6655,-79.4378
C5834690,"$2,588,000","275 REINER RD
Toronto, Ontario M3H2M5","Above Grade
4","Below Grade
1","Total
5","Community Name
Clanton Park","Land Size
50 x 165 FT","Annual Property Taxes
$5,712.67",M3H 2M5,43.7247,-79.2312
C5834945,"$4,788,000","216 GLENCAIRN AVE
Toronto, Ontario M4R1N2","Above Grade
4",,"Total
3","Community Name
Lawrence Park South","Land Size
50 x 174 FT","Annual Property Taxes
$15,507.64",M4R 1N2,43.8015,-79.3577
C5835002,"$7,988,000","215 FOREST HILL RD
Toronto, Ontario M5P2N3","Above Grade
3","Below Grade
2","Total
5","Community Name
Forest Hill South","Land Size
50 x 154.16 FT","Annual Property Taxes
$27,375.33",M5P 2N3,43.7124,-79.3644
C5835433,"$7,880,000","69 FIFESHIRE RD
Toronto, Ontario M2L2G9","Above Grade
5","Below Grade
1","Total
9","Community Name
St. Andrew-Windfields","Land Size
90 x 180 FT ; Pies Out To 101","Annual Property Taxes
$32,588.78",M2L 2G9,,
W5835494,"$899,000","52 SNOWOOD CRT
Toronto, Ontario M3N1E8","Above Grade
3","Below Grade
1","Total
2","Community Name
Glenfield-Jane Heights","Land Size
30.12 x 121.16 FT ; Slightly Irregular","Annual Property Taxes
$2,786.80",M3N 1E8,43.7247,-79.2312
W5835648,"$1,799,900","2284 LAWRENCE AVE W
Toronto, Ontario M9P2A6","Above Grade
4","Below Grade
1","Total
5","Community Name
Humber Heights","Land Size
30.04 x 120.17 FT ; Large Fenced Yard","Annual Property Taxes
$7,185.08",M9P 2A6,43.6872,-79.3368
W5836063,"$2,088,000","71 TWENTY NINTH ST
Toronto, Ontario M8W3B1","Above Grade
4",,"Total
4","Community Name
Long Branch","Land Size
25 x 110 FT","Annual Property Taxes
$0",M8W 3B1,43.7812,-79.3036
C5836668,"$3,995,000","25 ROXBOROUGH ST E
Toronto, Ontario M4W1V5","Above Grade
5","Below Grade
1","Total
5","Community Name
Rosedale-Moore Park","Land Size
40 x 136 FT ; See Schedule B","Annual Property Taxes
$16,803.10",M4W 1V5,43.6655,-79.4378
W5836825,"$1,119,999","180 ROSETHORN AVE
Toronto, Ontario M6N3L4","Above Grade
4","Below Grade
2","Total
2","Community Name
Keelesdale-Eglinton West","Land Size
25 x 116 FT","Annual Property Taxes
$3,311.33",M6N 3L4,43.7545,-79.33
W5837439,"$1,199,000","757 ST CLARENS AVE
Toronto, Ontario M6H3X2","Above Grade
4","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
17 x 97 FT","Annual Property Taxes
$4,695.27",M6H 3X2,43.7247,-79.2312
W5837683,"$2,658,880","4 ERIKSDALE RD
Toronto, Ontario M9C2B6","Above Grade
4","Below Grade
1","Total
5","Community Name
Markland Wood","Land Size
37.5 x 109.5 FT ; Irregular As Per Plan","Annual Property Taxes
$7,064.40",M9C 2B6,43.6693,-79.3155
W5837831,"$1,999,888","24 TIMOTHY CRT
Toronto, Ontario M9P3T8","Above Grade
4","Below Grade
1","Total
4","Community Name
Humber Heights","Land Size
30.03 x 122.33 FT ; Pie Shaped (100Ft At Back)","Annual Property Taxes
$7,659.03",M9P 3T8,43.7915,-79.4103
C5838315,"$1,199,000","163 WESTMOUNT AVE
Toronto, Ontario M6E3M6","Above Grade
4",,"Total
3","Community Name
Oakwood Village","Land Size
25.05 x 118.94 FT","Annual Property Taxes
$4,356.52",M6E 3M6,43.6256,-79.5231
W5839101,"$1,599,000","19 SHOCKLEY DR
Toronto, Ontario M9V4Y3","Above Grade
4","Below Grade
2","Total
4","Community Name
Mount Olive-Silverstone-Jamestown","Land Size
45.11 x 143.42 FT","Annual Property Taxes
$4,600",M9V 4Y3,43.7612,-79.2707
C5839802,"$2,145,000","12 OTTER CRES
Toronto, Ontario M5N2W2","Above Grade
3",,"Total
2","Community Name
Bedford Park-Nortown","Land Size
44.48 x 105 FT","Annual Property Taxes
$7,570.55",M5N 2W2,43.8177,-79.2819
C5839925,"$8,995,000","171 DUNVEGAN RD
Toronto, Ontario M5P2P1","Above Grade
5","Below Grade
1","Total
8","Community Name
Forest Hill South","Land Size
60 x 168 FT","Annual Property Taxes
$23,457.35",M5P 2P1,43.6827,-79.373
C5840168,"$4,588,000","48 SHAFTESBURY AVE
Toronto, Ontario M4T1A2","Above Grade
3","Below Grade
1","Total
5","Community Name
Rosedale-Moore Park","Land Size
18.5 x 90 FT","Annual Property Taxes
$0",M4T 1A2,43.7673,-79.4111
W5840524,"$3,499,000","269 FALSTAFF AVE
Toronto, Ontario M6L2G4","Above Grade
4","Below Grade
2","Total
5","Community Name
Maple Leaf","Land Size
50.06 x 263.31 FT ; 263.74 On East Side","Annual Property Taxes
$8,733.23",M6L 2G4,43.7545,-79.33
C5841634,"$2,298,000","338 HORSHAM AVE
Toronto, Ontario M2R1G6","Above Grade
3",,"Total
2","Community Name
Willowdale West","Land Size
65 x 132 FT ; Regular Lot- Fenced","Annual Property Taxes
$6,572.10",M2R 1G6,43.7137,-79.4869
W5841744,"$1,399,000","731 LANSDOWNE AVE
Toronto, Ontario M6H3Y9","Above Grade
3","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
20 x 100 FT","Annual Property Taxes
$5,352.47",M6H 3Y9,43.7223,-79.4504
W5841746,"$899,000","53 REGENT ST
Toronto, Ontario M6N3N8","Above Grade
2","Below Grade
1","Total
2","Community Name
Keelesdale-Eglinton West","Land Size
45.33 x 115 FT","Annual Property Taxes
$2,850.01",M6N 3N8,43.8177,-79.2819
W5843140,"$1,098,000","44 NORMAN AVE
Toronto, Ontario M6E1G8","Above Grade
4","Below Grade
2","Total
3","Community Name
Corso Italia-Davenport","Land Size
18 x 132 FT","Annual Property Taxes
$3,387.16",M6E 1G8,43.6913,-79.3116
C5843252,"$4,198,000","205 NORTON AVE
Toronto, Ontario M2N4B1","Above Grade
5","Below Grade
1","Total
7","Community Name
Willowdale East","Land Size
50.96 x 158 FT ; Fantastic Dimond Shape Lot, See Survey","Annual Property Taxes
$17,422.39",M2N 4B1,43.7247,-79.2312
C5843324,"$3,180,000","47 LURGAN DR
Toronto, Ontario M2R1K7","Above Grade
4","Below Grade
2","Total
7","Community Name
Willowdale West","Land Size
50 x 175 FT","Annual Property Taxes
$12,069.92",M2R 1K7,43.6872,-79.3368
E5843532,"$999,000","208 CEDARVALE AVE
Toronto, Ontario M4C4K2","Above Grade
3","Below Grade
1","Total
2","Community Name
Woodbine-Lumsden","Land Size
15.27 x 95.62 FT","Annual Property Taxes
$3,380",M4C 4K2,43.7122,-79.2843
C5843671,"$4,580,000","8 SANDFIELD RD
Toronto, Ontario M3B2B6","Above Grade
4","Below Grade
1","Total
4","Community Name
Banbury-Don Mills","Land Size
100 x 162.7 FT","Annual Property Taxes
$15,242.22",M3B 2B6,43.648,-79.4177
C5844065,"$1,888,000","38 LURGAN DR
Toronto, Ontario M2R1K6","Above Grade
4",,"Total
2","Community Name
Willowdale West","Land Size
50 x 160 FT","Annual Property Taxes
$6,358",M2R 1K6,43.6889,-79.4507
